Start training...
epoch: 1, true_loss: 0.3876502977624162, loss_grad: 0.03962246541968331, lr: 2.9295522571876598
epoch: 2, true_loss: 0.12096760635614846, loss_grad: 0.00915823096313881, lr: 28.939875229331328
Ferrari optimizer stopped.
epoch: 3, true_loss: 0.09787723481533298, loss_grad: 0.0015527949694449069, lr: 3.0
epoch: 4, true_loss: 0.2148528679558754, loss_grad: 0.01460317453689446, lr: 3.0
epoch: 5, true_loss: 0.1160848010144588, loss_grad: 0.006621438730942685, lr: 3.0
epoch: 6, true_loss: 0.09010862313181205, loss_grad: -0.0006189520077579753, lr: 3.0
epoch: 7, true_loss: 0.08736496280141116, loss_grad: -0.0020171102140932604, lr: 3.0
epoch: 8, true_loss: 0.08482746450021732, loss_grad: -0.0011111258449421583, lr: 3.0
epoch: 9, true_loss: 0.08297517143496133, loss_grad: -0.0010181668553415316, lr: 3.0
epoch: 10, true_loss: 0.08184372211670729, loss_grad: -0.0006160838732510712, lr: 3.0
epoch: 11, true_loss: 0.08111505111834744, loss_grad: -0.00046380651488762796, lr: 3.0
epoch: 12, true_loss: 0.08062514959534428, loss_grad: -0.00027171384643857736, lr: 3.0
epoch: 13, true_loss: 0.08021291857903122, loss_grad: -0.0002158319338505246, lr: 3.0
epoch: 14, true_loss: 0.079859438996924, loss_grad: -0.00016487271063880975, lr: 3.0
epoch: 15, true_loss: 0.07958837600460723, loss_grad: -0.0001471401835119331, lr: 3.0
epoch: 16, true_loss: 0.07934692239877156, loss_grad: -0.0001494610154177868, lr: 3.0
epoch: 17, true_loss: 0.07914297339459404, loss_grad: -0.00014082745771262445, lr: 3.0
epoch: 18, true_loss: 0.07895586514455284, loss_grad: -0.0001404974673994054, lr: 3.0
epoch: 19, true_loss: 0.07876596338830359, loss_grad: -0.00015039774387632933, lr: 3.0
epoch: 20, true_loss: 0.07856623199985219, loss_grad: -0.00017361748146761693, lr: 3.0
epoch: 21, true_loss: 0.07836868449534237, loss_grad: -0.00019398568638827977, lr: 3.0
epoch: 22, true_loss: 0.07818273873161195, loss_grad: -0.0001782486599003909, lr: 3.0
epoch: 23, true_loss: 0.07799914203814273, loss_grad: -0.00019023028378505549, lr: 3.0
epoch: 24, true_loss: 0.0778151034815247, loss_grad: -0.00019763679858054103, lr: 3.0
epoch: 25, true_loss: 0.07763028079151249, loss_grad: -0.0002152954934278837, lr: 3.0
epoch: 26, true_loss: 0.07744747546619289, loss_grad: -0.00023354889144185564, lr: 3.0
epoch: 27, true_loss: 0.07726579388285262, loss_grad: -0.0002582200559333684, lr: 3.0
epoch: 28, true_loss: 0.07708023274177514, loss_grad: -0.0002868614731938704, lr: 3.0
epoch: 29, true_loss: 0.0768842726222411, loss_grad: -0.00032430707965825777, lr: 3.0
epoch: 30, true_loss: 0.07667068062679407, loss_grad: -0.00036777390495219565, lr: 3.0
epoch: 31, true_loss: 0.07643007865482979, loss_grad: -0.00042083775562446265, lr: 3.0
